StartDate,EndDate,Finished,RecordedDate,DistributionChannel,UserLanguage,Q3,Q6a_First Click,Q6a_Last Click,Q6a_Page Submit,Q6a_Click Count,Q7a_First Click,Q7a_Last Click,Q7a_Page Submit,Q7a_Click Count,Q8a_First Click,Q8a_Last Click,Q8a_Page Submit,Q8a_Click Count,Q9,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23,Q24,Q25,Q27,Q28,Q29,Q30,Q32,Q33,Q34,Q36,Q36_10_TEXT,Q37,Q37_6_TEXT,Q38,Q39,Q39_7_TEXT,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q46_4_TEXT,Q47_1
2024-03-08 14:52:15,2024-03-08 15:05:42,TRUE,2024-03-08 15:05:43,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,6.242,0,0,0,4.001,0,0,0,3.927,0,Environmental,I often perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I often perceive,I always perceive,I sometimes perceive,I always perceive,I often perceive,I sometimes perceive,I always perceive,I often perceive,I often perceive,I sometimes perceive,I often perceive,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,"The biggest barrier would be the way that products we stock are packaged by the suppliers.  Seeing as how we have no control over what they do, we need to rely on ways that we do have direct control of such as adding solar panels to our facility and taking more effort to recycle as much packaging material as we can.",The company I work for does pretty well with this.  The only real improvement I could suggest would be more communication of these behaviors so that more employees could take advantage over the many benefits offered to us.,I would say the biggest barrier would be getting corporate to approve an employee stock ownership program where employees would be awarded shares based on length of employment.,Other (please describe),Vending delivery,Publicly Traded Corporation,,50 to 99 employees,Director or Manager,,5-10 years,"Some college, but no degree","$75,000-$99,999",35-44 years old,No,"White or Caucasian,American Indian/Native American or Alaska Native",Male,,5.02
2024-03-08 15:43:11,2024-03-08 15:52:42,TRUE,2024-03-08 15:52:43,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,11.441,0,0,0,5.06,0,0,0,5.42,0,Environmental,I never perceive,I rarely perceive,I rarely perceive,I rarely perceive,I never perceive,I never perceive,I never perceive,I rarely perceive,I sometimes perceive,I rarely perceive,I never perceive,I often perceive,I rarely perceive,I never perceive,I sometimes perceive,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,The main barrier is that the company I work for is entirely profitable by driving cars which are inherently bad for the environment. There are few incentives to switch to greener vehicles or behave more efficiently in general -- and the incentives that DO exist are not profitable enough on an individual level to be considered. ,The biggest barrier is the lack of autonomy given to each employee to set their own rates for work. Algorithmic pricing drives the price down so only the most desperate are vying for most of the rides and it's a race to the bottom.,"I think all C-suite employees are paid too much and the faking of ""unprofitable"" went on for too long, driving salaries for non-C-suite employees down further. They misrepresent the average employee's satisfaction in the media and smokescreen what is really going on.","Passenger Ground Transportation — Companies providing passenger ground transportation and related services, including bus, taxi, vehicle rental, ride sharing and on-demand ride sharing platforms, and other passenger logistics.",,Publicly Traded Corporation,,"1,000 or more employees",Individual Contributor,,5-10 years,"Some college, but no degree","$25,000-$49,999",25-34 years old,No,White or Caucasian,Male,,1
2024-03-08 18:19:52,2024-03-08 18:29:59,TRUE,2024-03-08 18:30:00,anonymous,EN,I confirm that I have read the information above and consent to participate,3.38,3.38,9.196,1,1.167,1.167,7.742,1,0,0,4.507,0,Environmental,I sometimes perceive,I rarely perceive,I rarely perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I often perceive,I rarely perceive,I rarely perceive,I often perceive,I rarely perceive,I sometimes perceive,I never perceive,I often perceive,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,The types of vehicles we use to transport causes a lot of emissions/pollution,When employees are injured they don’t properly assess it and want you to quickly get back to work full duty,Executive/corporate workers make way more than the “average” worker,"Air Freight & Logistics — Companies providing air freight transportation, courier, and logistics services (including package and mail delivery and customs agents).,Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).",,Publicly Traded Corporation,,"1,000 or more employees",Employee not on management track,,3-5 years,"Some college, but no degree","$100,000-$149,999",18-24 years old,No,Asian,Female,,3.35
2024-03-08 18:47:02,2024-03-08 18:51:46,TRUE,2024-03-08 18:51:46,anonymous,EN,I confirm that I have read the information above and consent to participate,3.265,5.411,6.02,2,1.394,3.46,3.949,2,0,0,3.849,0,Environmental,I rarely perceive,I rarely perceive,I rarely perceive,I never perceive,I never perceive,I always perceive,I sometimes perceive,I rarely perceive,I often perceive,I rarely perceive,I never perceive,I never perceive,I often perceive,I sometimes perceive,I sometimes perceive,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Money and time and funding . Ability to commit,"Nothing, they do well at this and I like them ",They work with the government with toll booths but do not judge,"Highways & Railroad Infrastructure — Owners and operators of roads, tunnels, and railtracks.",,Publicly Traded Corporation,,"1,000 or more employees",Employee not on management track,,less than 1 year,Associates or technical degree,"$25,000-$49,999",35-44 years old,No,White or Caucasian,Male,,1.82
2024-03-08 23:12:14,2024-03-08 23:22:47,TRUE,2024-03-08 23:22:47,anonymous,EN,I confirm that I have read the information above and consent to participate,3.522,3.522,5.968,1,2.322,2.322,5.603,1,0,0,3.945,0,Environmental,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I often perceive,I sometimes perceive,I never perceive,I never perceive,I never perceive,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,The biggest barrier is the allocation of funds to unnecessary things.,The biggest barrier is the amount of nepotism that occurs at the company.,I am not sure what the biggest barrier is in regard to governmental pillar behaviors.,Airport Services — Operators of airports and companies providing related services.,,Publicly Traded Corporation,,"1,000 or more employees",Employee not on management track,,1-2 years,Bachelor’s degree,"$50,000-$74,999",45-54 years old,No,Black or African American,Female,,4.04
2024-03-09 08:59:02,2024-03-09 09:12:07,TRUE,2024-03-09 09:12:08,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,37.836,0,0,0,12.548,0,0,0,5.8,0,Environmental,I never perceive,I rarely perceive,I sometimes perceive,I rarely perceive,I often perceive,I rarely perceive,I never perceive,I rarely perceive,I never perceive,I never perceive,I never perceive,I always perceive,I often perceive,I never perceive,I always perceive,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,We’re a small-ish company that has been in the red last few years. Friendly enviornmental policys just arent a focus when we’re not profitable,"Upper manangment, their focus is mainly on customer relations and delivering a service thats desired and profitable ","probably knowledge, these are things that our company has neverpravtised before ","Air Freight & Logistics — Companies providing air freight transportation, courier, and logistics services (including package and mail delivery and customs agents).",,Small-Medium Private Enterprise,,100 to 249 employees,Individual Contributor,,5-10 years,Associates or technical degree,"$75,000-$99,999",35-44 years old,No,White or Caucasian,Male,,4.2
2024-03-09 09:31:03,2024-03-09 09:38:30,TRUE,2024-03-09 09:38:31,anonymous,EN,I confirm that I have read the information above and consent to participate,6.684,6.9,9.011,2,0,0,4.295,0,0,0,6.854,0,Environmental,I sometimes perceive,I sometimes perceive,I rarely perceive,I rarely perceive,I often perceive,I sometimes perceive,I often perceive,I often perceive,I always perceive,I rarely perceive,I rarely perceive,I sometimes perceive,I often perceive,I rarely perceive,I often perceive,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,The change that will follow the implementations.,Having people commit to the action.,Potential fraud and higher ups not agreeing.,"Marine Transportation — Companies providing goods or passenger maritime transportation.,Marine Ports & Services — Owners and operators of marine ports and related services.",,Large Private Enterprise,,500 to 999 employees,Employee not on management track,,less than 1 year,Bachelor’s degree,"$25,000-$49,999",25-34 years old,No,White or Caucasian,Male,,6.11
2024-03-02 10:23:24,2024-03-02 10:27:19,FALSE,2024-03-09 10:27:20,anonymous,EN,I confirm that I have read the information above and consent to participate,26.962,26.962,27.979,1,0,0,60.107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-09 11:41:33,2024-03-09 11:48:53,TRUE,2024-03-09 11:48:54,anonymous,EN,I confirm that I have read the information above and consent to participate,2.787,2.787,6.448,1,0,0,4.514,0,0,0,5.561,0,Environmental,I never perceive,I rarely perceive,I never perceive,I rarely perceive,I rarely perceive,I sometimes perceive,I rarely perceive,I rarely perceive,I rarely perceive,I rarely perceive,I sometimes perceive,I never perceive,I never perceive,I rarely perceive,I rarely perceive,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,"Doesnt recycle, uses energy inneficinet vehicles, wastes resources","Management has programs aimed at these issues, but rarely implements them. Its ""get the job done and dont ask too many questions"". ""work fast, but dont get in an accident"". Follow Safety rules, but dont be a pain when asked to do something unsafe","Executives make 5X what employees do. Executives make deals with other companies that affect the entire organization negatively, but then blame problems on worker laziness","Air Freight & Logistics — Companies providing air freight transportation, courier, and logistics services (including package and mail delivery and customs agents).,Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).,Other (please describe)",Delivery,Other,Postal Service,"1,000 or more employees",Employee not on management track,,Over 20 years,Bachelor’s degree,"$75,000-$99,999",45-54 years old,No,Other,Male,,1.62
2024-03-09 22:47:16,2024-03-09 22:55:01,TRUE,2024-03-09 22:55:02,anonymous,EN,I confirm that I have read the information above and consent to participate,10.403,10.403,21.333,1,0,0,6.241,0,0,0,23.631,0,Environmental,I never perceive,I rarely perceive,I never perceive,I never perceive,I sometimes perceive,I rarely perceive,I often perceive,I often perceive,I never perceive,I rarely perceive,I never perceive,I sometimes perceive,I rarely perceive,I never perceive,I sometimes perceive,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,The heavy machinery my company relies on is difficult or impossible to replace. I do not know of any green alternatives.,The company probably feels that it is a waste of resources and that it is unnecessary to the company making a profit. ,It is in the company's best interests to remove all competition since it would have complete dominance in a sector that other businesses rely on.,Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).,,Small-Medium Private Enterprise,,250 to 499 employees,Employee not on management track,,10-20 years,Bachelor’s degree,"$50,000-$74,999",45-54 years old,No,White or Caucasian,Male,,3.26
2024-03-09 22:34:17,2024-03-09 23:07:28,TRUE,2024-03-09 23:07:28,anonymous,EN,I confirm that I have read the information above and consent to participate,9.506,10.399,16.689,2,0,0,36.795,0,0,0,12.37,0,Environmental,I sometimes perceive,I rarely perceive,I rarely perceive,I never perceive,I always perceive,I always perceive,I rarely perceive,I always perceive,I sometimes perceive,I often perceive,I rarely perceive,I always perceive,I sometimes perceive,I always perceive,I always perceive,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,The company I work for is in the Healthcare field so ita hard to improve in the environmental area without compromising health safety ,I'm not sure what the company's barriers might be,The company is competitive when it comes to its customers. They're always promoting their company ,Other (please describe),Healthcare,Other,Na,"1,000 or more employees",Employee not on management track,,1-2 years,Associates or technical degree,"$75,000-$99,999",18-24 years old,Yes,Other,Female,,1.96
2024-03-10 11:58:52,2024-03-10 12:03:35,TRUE,2024-03-10 12:03:36,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,7.183,0,0,0,4.124,0,0,0,4.961,0,Environmental,I often perceive,I often perceive,I often perceive,I often perceive,I rarely perceive,I sometimes perceive,I rarely perceive,I sometimes perceive,I rarely perceive,I sometimes perceive,I rarely perceive,I often perceive,I sometimes perceive,I often perceive,I often perceive,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,"The cost of manufacturing can greatly increase if you attempt to be more environmentally friendly, which can hinder your competitive edge when it comes to margins.",The company is made up of many sub companies and difficult to get one cohesive system. ,"It is an old company controlled by people that have been invested a long time, with little new additions. ",Rail Transportation — Companies providing primarily goods and passenger rail transportation.,,Publicly Traded Corporation,,"1,000 or more employees",Director or Manager,,5-10 years,Bachelor’s degree,"$100,000-$149,999",25-34 years old,No,White or Caucasian,Male,,3.45
2024-03-10 12:13:55,2024-03-10 12:23:12,TRUE,2024-03-10 12:23:13,anonymous,EN,I confirm that I have read the information above and consent to participate,4.607,6.723,9.482,3,2.869,3.503,4.539,2,0,0,11.162,0,Environmental,I never perceive,I never perceive,I never perceive,I rarely perceive,I sometimes perceive,I sometimes perceive,I rarely perceive,I rarely perceive,I never perceive,I never perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I rarely perceive,I often perceive,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Disagree,Implementing electric vehicles and better eco friendly vehicles,Shorter hours and more life work balance,Continue to staying compliant to all rules and laws and bring attention to impossible procedures ,Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).,,Sole Proprietorship or Freelancer,,10 to 19 employees,Individual Contributor,,3-5 years,Bachelor’s degree,"$50,000-$74,999",35-44 years old,No,White or Caucasian,Male,,2.04
2024-03-11 04:00:28,2024-03-11 04:08:45,TRUE,2024-03-11 04:08:45,anonymous,EN,I confirm that I have read the information above and consent to participate,4.931,5.581,6.856,2,0,0,3.918,0,0,0,5.347,0,Environmental,I sometimes perceive,I rarely perceive,I rarely perceive,I often perceive,I often perceive,I often perceive,I sometimes perceive,I sometimes perceive,I often perceive,I sometimes perceive,I often perceive,I always perceive,I often perceive,I sometimes perceive,I often perceive,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,The company uses a fleet of diesal trucks for transportation. These trucks are running day and night.,Being on the road can be dangerous do to other factors that are out of company control.,The constant employee turnover can be a major issue in proper pay and resources.,Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).,,Publicly Traded Corporation,,"1,000 or more employees",Employee not on management track,,3-5 years,Associates or technical degree,"$100,000-$149,999",25-34 years old,No,White or Caucasian,Male,,2.71
2024-03-11 08:21:26,2024-03-11 08:26:29,TRUE,2024-03-11 08:26:29,anonymous,EN,I confirm that I have read the information above and consent to participate,1.321,10.272,11.013,10,1.598,3.698,6.369,3,0,0,4.18,0,Environmental,I often perceive,I sometimes perceive,I sometimes perceive,I often perceive,I sometimes perceive,I rarely perceive,I sometimes perceive,I sometimes perceive,I rarely perceive,I sometimes perceive,I always perceive,I sometimes perceive,I sometimes perceive,I always perceive,I often perceive,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,The biggest issue is finding the funding necessary for increasing environmental pillar behaviors. ,The biggest barrier is public perception of the cost for service.,The biggest barrier is the multitude of regulatory bodies that have different rules and procedures.,Rail Transportation — Companies providing primarily goods and passenger rail transportation.,,Other,Government,"1,000 or more employees",Employee not on management track,,5-10 years,Bachelor’s degree,"$75,000-$99,999",25-34 years old,No,Asian,Female,,1
2024-03-11 10:40:48,2024-03-11 10:45:37,TRUE,2024-03-11 10:45:38,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,6.994,0,0,0,4.849,0,0,0,5.647,0,Environmental,I sometimes perceive,I sometimes perceive,I often perceive,I often perceive,I sometimes perceive,I often perceive,I often perceive,I often perceive,I sometimes perceive,I often perceive,I often perceive,I often perceive,I often perceive,I sometimes perceive,I often perceive,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,"The biggest barrier to increasing environmental pillar behaviors is cost. Often times, becoming more environmentally friendly is costly all areas of life.",The biggest barrier to increasing social pillar behaviors is often money as well. It is costly to implement behaviors that support these things.,The biggest barrier to increasing governmental pillars is fairness. Often in business it is hard for organizations to be 100% fair.,Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).,,Publicly Traded Corporation,,"1,000 or more employees",Individual Contributor,,3-5 years,Bachelor’s degree,"$150,000 or more",18-24 years old,No,White or Caucasian,Female,,2.02
2024-03-11 17:53:01,2024-03-11 17:59:36,TRUE,2024-03-11 17:59:37,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,6.823,0,0,0,4.31,0,0,0,3.837,0,Environmental,I rarely perceive,I rarely perceive,I sometimes perceive,I never perceive,I sometimes perceive,I never perceive,I rarely perceive,I rarely perceive,I rarely perceive,I sometimes perceive,I often perceive,I often perceive,I rarely perceive,I never perceive,I sometimes perceive,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Disagree,"EPB needs full cooperation or at least a good majority in order to progress.  If it stays in a stagnant pace, it will not succeed.",You can't force someone to be social.  Everyone has their own personalities and causing someone to be in an uncomfortable state could lead to issues down the road.,"Political recourse is tricky.  Can you please everyone?  Probably not, so getting that perfect middle ground of balancing expectations and involvement is very tough.  Tipping the scales is a scenario you don't want to be involved in. ","Air Freight & Logistics — Companies providing air freight transportation, courier, and logistics services (including package and mail delivery and customs agents).,Airport Services — Operators of airports and companies providing related services.",,Large Private Enterprise,,"1,000 or more employees",Individual Contributor,,3-5 years,"Some college, but no degree","$50,000-$74,999",35-44 years old,No,White or Caucasian,Male,,4.88
2024-03-11 22:26:46,2024-03-11 22:30:16,TRUE,2024-03-11 22:30:17,anonymous,EN,I confirm that I have read the information above and consent to participate,1.735,5.105,5.839,3,1.62,2.506,3.547,2,0,0,4.017,0,Environmental,I often perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I often perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I often perceive,I sometimes perceive,I often perceive,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,commitment and responsibility for others,being able to achieve proper growth ,funding and bring able to have backing ,"Air Freight & Logistics — Companies providing air freight transportation, courier, and logistics services (including package and mail delivery and customs agents).,Passenger Airlines — Companies providing primarily passenger air transportation.,Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).",,Large Private Enterprise,,500 to 999 employees,Individual Contributor,,3-5 years,Bachelor’s degree,"$50,000-$74,999",25-34 years old,No,Asian,Male,,4.01
2024-03-12 04:55:07,2024-03-12 05:00:57,TRUE,2024-03-12 05:00:58,anonymous,EN,I confirm that I have read the information above and consent to participate,0.986,6.358,8.36,5,3.358,3.796,5.185,2,1.324,2.224,4.201,2,Environmental,I always perceive,I always perceive,I always perceive,I always perceive,I always perceive,I always perceive,I rarely perceive,I always perceive,I always perceive,I always perceive,I rarely perceive,I sometimes perceive,I sometimes perceive,I rarely perceive,I sometimes perceive,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,I’m in aviation and not a ESG. It can be that since it’s transportation ,There isn’t any and just aviation ,"There isn’t any ESG, just transportation ","Air Freight & Logistics — Companies providing air freight transportation, courier, and logistics services (including package and mail delivery and customs agents).",,Publicly Traded Corporation,,"1,000 or more employees",Employee not on management track,,5-10 years,Bachelor’s degree,"$75,000-$99,999",45-54 years old,No,Native Hawaiian or Other Pacific Islander,Male,,3.69
2024-03-12 06:21:16,2024-03-12 06:32:42,TRUE,2024-03-12 06:32:43,anonymous,EN,I confirm that I have read the information above and consent to participate,47.29,47.29,100.902,1,0,0,25.397,0,0,0,26.762,0,Environmental,I sometimes perceive,I often perceive,I sometimes perceive,I often perceive,I sometimes perceive,I sometimes perceive,I often perceive,I often perceive,I sometimes perceive,I never perceive,I always perceive,I sometimes perceive,I often perceive,I rarely perceive,I sometimes perceive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Having the money to pay more employees ,The same as before having the money to support it,The resources to fund and support it ,"Passenger Ground Transportation — Companies providing passenger ground transportation and related services, including bus, taxi, vehicle rental, ride sharing and on-demand ride sharing platforms, and other passenger logistics.",,Large Private Enterprise,,100 to 249 employees,Employee not on management track,,5-10 years,"Some college, but no degree","$25,000-$49,999",35-44 years old,No,Black or African American,Male,,4.09
2024-03-12 08:55:14,2024-03-12 09:07:24,TRUE,2024-03-12 09:07:25,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,14.261,0,0,0,4.915,0,0,0,9.811,0,Environmental,I often perceive,I sometimes perceive,I sometimes perceive,I rarely perceive,I often perceive,I often perceive,I often perceive,I often perceive,I often perceive,I sometimes perceive,I never perceive,I rarely perceive,I often perceive,I rarely perceive,I sometimes perceive,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,"The industry we are in -- we must import our products from internationally (coffee, tea, mango, avocados, etc) and keep them fresh while doing so. This uses a lot of fossil fuels and requires a lot of non-recyclable packaging, creating waste.","Company culture is probably the biggest barrier, in that folks can be resistant to change and say ""we're doing good enough already"" without realizing there is still room to grow","The company I work for is a worker-owned cooperative, so the structure of the company is a little different than a traditional company. Worker-owners make up the entire board and are also always considered first over investors, non-worker-owner employees, and impacted communities. The executives of the company are also always on the board. I think changing these structural things would be near impossible because of our bylaws.",Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).,,Small-Medium Private Enterprise,,100 to 249 employees,Employee not on management track,,1-2 years,Bachelor’s degree,"Less than $25,000",25-34 years old,No,White or Caucasian,Non-binary / third gender,,1
2024-03-12 10:01:20,2024-03-12 10:11:31,TRUE,2024-03-12 10:11:32,anonymous,EN,I confirm that I have read the information above and consent to participate,4.707,7.81,8.619,3,0,0,14.646,0,0,0,4.371,0,Environmental,I often perceive,I always perceive,I rarely perceive,I sometimes perceive,I often perceive,I sometimes perceive,I rarely perceive,I sometimes perceive,I sometimes perceive,I often perceive,I often perceive,I always perceive,I often perceive,I rarely perceive,I always perceive,Somewhat disagree,Strongly Disagree,Somewhat agree,Strongly Disagree,My company is already proficient in environmental pillar behaviors. (Railroad) Almost all refuse is recycled or properly processed. There is an entire department just focused on environmental impact.,"Not really applicable. Most jobs are union protected and the company works with them to protect their jobs, health and safety.",Not really applicable. The government highly regulates and inspects all aspects of our industry.,Rail Transportation — Companies providing primarily goods and passenger rail transportation.,,Publicly Traded Corporation,,"1,000 or more employees",Employee not on management track,,Over 20 years,"Some college, but no degree","$100,000-$149,999",45-54 years old,No,White or Caucasian,Male,,6.09
2024-03-12 10:48:50,2024-03-12 10:56:50,TRUE,2024-03-12 10:56:51,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,21.723,0,0,0,33.917,0,0,0,35.544,0,Environmental,I rarely perceive,I rarely perceive,I rarely perceive,I rarely perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,I rarely perceive,I sometimes perceive,I sometimes perceive,I sometimes perceive,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,The running joke is that we waste paper,People simply have no incentive to care.,We work for a giant bureaucracy.,Rail Transportation — Companies providing primarily goods and passenger rail transportation.,,Other,Public Benefit Corporation,"1,000 or more employees",Individual Contributor,,5-10 years,High school diploma or GED,"$150,000 or more",35-44 years old,No,White or Caucasian,Female,,2.14
2024-03-12 14:24:41,2024-03-12 14:32:03,TRUE,2024-03-12 14:32:04,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,5.839,0,0,0,3.946,0,0,0,3.486,0,Environmental,I sometimes perceive,I sometimes perceive,I sometimes perceive,I rarely perceive,I often perceive,I never perceive,I never perceive,I never perceive,I never perceive,I rarely perceive,I sometimes perceive,I rarely perceive,I rarely perceive,I never perceive,I rarely perceive,Strongly Disagree,Strongly Disagree,Somewhat agree,Strongly Disagree,leadership doesnt care its just the bottom line,company dont care about social justice stuff,government overeach into the transportation of goods,"Passenger Ground Transportation — Companies providing passenger ground transportation and related services, including bus, taxi, vehicle rental, ride sharing and on-demand ride sharing platforms, and other passenger logistics.",,Small-Medium Private Enterprise,,"1,000 or more employees",Employee not on management track,,3-5 years,"Some college, but no degree","$25,000-$49,999",25-34 years old,No,White or Caucasian,Male,,7
2024-03-12 15:37:29,2024-03-12 15:41:00,TRUE,2024-03-12 15:41:01,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,6.136,0,0,0,4.406,0,0,0,4.051,0,Environmental,I often perceive,I sometimes perceive,I often perceive,I always perceive,I sometimes perceive,I sometimes perceive,I often perceive,I often perceive,I often perceive,I often perceive,I often perceive,I often perceive,I always perceive,I sometimes perceive,I sometimes perceive,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,There are policies in place at a company level that make it a little more challenging to have in impact on an individual or firm level. It is a big corporation.,The companies size and so many workers,It is up to upper management and the government to make these decisions not the individual.,Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).,,Publicly Traded Corporation,,"1,000 or more employees",Employee not on management track,,5-10 years,Associates or technical degree,"$75,000-$99,999",25-34 years old,No,White or Caucasian,Male,,5.54
2024-03-13 00:28:32,2024-03-13 00:32:48,TRUE,2024-03-13 00:32:49,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,6.736,0,4.067,4.067,4.486,1,3.728,3.728,4.115,1,Environmental,I rarely perceive,I rarely perceive,I rarely perceive,I rarely perceive,I sometimes perceive,I rarely perceive,I rarely perceive,I sometimes perceive,I sometimes perceive,I often perceive,I sometimes perceive,I often perceive,I sometimes perceive,I rarely perceive,I sometimes perceive,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,"Greed is always the biggest issue. The company aims to cut corners to save money, and then continue to press profitability. ","While safety is encouraged and pushed, it is not often celebrated nor appreciated when it interferes with processes ",Having a bigger stake in the company would greatly improve morale and excitement to work.,"Air Freight & Logistics — Companies providing air freight transportation, courier, and logistics services (including package and mail delivery and customs agents).,Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).",,Small-Medium Private Enterprise,,250 to 499 employees,Employee not on management track,,1-2 years,"Some college, but no degree","Less than $25,000",25-34 years old,No,White or Caucasian,Male,,1
2024-03-13 08:56:10,2024-03-13 09:02:07,TRUE,2024-03-13 09:02:09,anonymous,EN,I confirm that I have read the information above and consent to participate,0.702,0.702,6.663,1,0,0,4.08,0,0,0,3.817,0,Environmental,I sometimes perceive,I often perceive,I always perceive,I always perceive,I often perceive,I often perceive,I always perceive,I always perceive,I sometimes perceive,I often perceive,I often perceive,I often perceive,I always perceive,I sometimes perceive,I always perceive,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,The industry we are in is not particularly environmentally conscious. ,There is always a risk of being injured in manufacturing.,I can't think of anything at this time.,Cargo Ground Transportation — Companies providing ground transportation services for goods and freight (including freight trucking).,,Publicly Traded Corporation,,"1,000 or more employees",Individual Contributor,,1-2 years,Bachelor’s degree,Prefer not to say,18-24 years old,No,White or Caucasian,Female,,6.12
2024-03-13 08:58:29,2024-03-13 09:04:37,TRUE,2024-03-13 09:04:38,anonymous,EN,I confirm that I have read the information above and consent to participate,0,0,9.498,0,0,0,6.984,0,0,0,14.159,0,Environmental,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I never perceive,I rarely perceive,I rarely perceive,I never perceive,I rarely perceive,I sometimes perceive,I rarely perceive,I never perceive,I sometimes perceive,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,The company only cares about bottom line. If they do not see more profit at the end of an initiative then they will not do it. ,Same as before. They only care about profit. Nothing else matters.,"If it does not add profit, they do not do it.",Marine Ports & Services — Owners and operators of marine ports and related services.,,Publicly Traded Corporation,,"1,000 or more employees",Director or Manager,,3-5 years,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)","$50,000-$74,999",25-34 years old,No,White or Caucasian,Male,,4.03
